0.1,0.19491,0.00752,0
0.12,0.17485,0.00459,0
0.14,0.21148,0.02066,0
0.16,0.17361,0.00214,0
0.18,0.15458,-0.00202,0
0.2,0.19031,0.00991,0
0.22,0.17494,0.00597,0
0.24,0.17962,0.00844,0
0.26,0.18413,0.01524,0
0.28,0.17425,0.00601,0
0.3,0.18252,0.0022,0
0.35,0.18227,0.0072,0
0.4,0.16742,0.00174,0
0.45,0.16585,0.00592,0
0.5,0.1854,0.01561,0
0.55,0.17708,0.00633,0
0.6,0.16021,0.00143,0
0.65,0.18372,0.01631,0
0.7,0.19492,0.01984,0
0.75,0.18115,0.01015,0
0.8,0.17209,0.01157,0
0.85,0.17979,0.00336,0
0.9,0.16642,0.00373,0
0.95,0.15867,0.01077,0
1,0.16827,0.00486,0
1.25,0.17426,0.00708,0
1.5,0.19708,0.01602,0
1.75,0.18408,0.01064,0
2,0.15242,0.00489,0
2.5,0.16922,-2.63E-04,0
3,0.1631,0.00118,0
3.5,0.17275,0.00365,0
4,0.15874,0.00962,0
4.5,0.16137,-0.0022,0
5,0.17435,0.00477,0
6,0.15639,0.0052,0
7,0.18246,0.00889,0
8,0.16489,0.00671,0
9,0.17277,0.01082,0
10,0.17419,0.01136,0
12,0.15976,0.00261,0
14,0.16492,0.00804,0
16,0.17499,0.01393,0
18,0.16099,0.01449,0
20,0.16649,0.0197,0
25,0.18617,0.02934,0
30,0.2084,0.02973,0
35,0.1974,0.03119,0
40,0.18167,0.02138,0
45,0.18783,0.02887,0
50,0.19801,0.04516,0
60,0.19485,0.04045,0
70,0.19909,0.02904,0
80,0.21055,0.03344,0
90,0.22052,0.04653,0
100,0.19655,0.03027,0
120,0.19337,0.03254,0
140,0.18045,0.02464,0
160,0.17937,0.02727,0
180,0.18688,0.02882,0
200,0.17723,0.04106,0
220,0.19213,0.03084,0
240,0.1921,0.0353,0
260,0.18307,0.03066,0
280,0.18989,0.03265,0
300,0.19291,0.04006,0
350,0.19527,0.03104,0
400,0.17807,0.02516,0
450,0.18522,0.04156,0
500,0.18727,0.03102,0
600,0.17135,0.03193,0
700,0.18124,0.04052,-0.00194
800,0.18448,0.03854,0.02368
900,0.19547,0.04282,0.02922
1000,0.17542,0.04379,-0.01714
1250,0.17134,0.04471,0.02027
1500,0.15369,0.03473,0.01221
1750,0.16396,0.03682,0.02388
2000,0.13696,0.03517,0.01546
2500,0.15316,0.03326,0.04105
3000,0.1405,0.03952,0.03463
3500,0.15137,0.0526,0.05976
4000,0.11382,0.03559,0.05524
4500,0.11523,0.03868,0.03819
5000,0.12965,0.04471,0.06564
6000,0.1067,0.04133,0.07593
7000,0.10337,0.04036,0.08802
8000,0.09059,0.03936,0.11132
8800,0.08355,0.04164,0.09407
9999.98,0.07574,0.02817,0.12786
9999.99,0.07296,0.03271,0.10871
9999.995,0.09073,0.0428,0.15265
9999.999,0.08774,0.03505,0.12472
11250,0.07161,0.04034,0.12094
11500,0.06069,0.0278,0.10281
11750,0.08237,0.03668,0.15418
12000,0.06211,0.02665,0.12587
12500,0.05515,0.02455,0.15237
13000,0.07665,0.03756,0.15176
13500,0.08604,0.04113,0.15022
14000,0.0524,0.02747,0.17275
14500,0.04389,0.02616,0.14437
15000,0.05242,0.03069,0.14609
16000,0.05981,0.03751,0.14821
17000,0.05269,0.0256,0.16817
18000,0.05541,0.03132,0.21179
18800,0.04484,0.02504,0.17308
19999.98,0.04176,0.01175,0.23077
19999.99,0.03478,0.01434,0.19642
19999.995,0.04267,0.00734,0.23129
19999.999,0.04826,0.01017,0.19042
21250,0.04009,0.01372,0.18342
21500,0.03598,0.01645,0.18247
21750,0.04798,0.01167,0.2284
22000,0.02615,0.00731,0.19237
22500,0.03904,0.01319,0.24249
23000,0.04447,0.02251,0.20485
23500,0.0568,0.02627,0.19358
24000,0.04365,0.02048,0.24934
24500,0.03591,0.01292,0.2229
25000,0.03551,0.01858,0.19487
26000,0.03652,0.01904,0.19339
27000,0.03069,0.01137,0.22116
28000,0.01852,0.00865,0.25817
28800,0.0273,0.01408,0.21077
29999.98,0.03495,0.00912,0.28144
29999.99,0.04019,0.01633,0.26892
29999.995,0.02863,0.01787,0.27905
29999.999,0.03428,0.01091,0.24558
31250,0.03472,0.01509,0.22582
31500,0.02229,0.01298,0.20657
31750,0.03096,0.01097,0.26516
32000,0.01481,0.00485,0.21993
32500,0.02876,0.01216,0.29465
33000,0.03853,0.02277,0.24102
33500,0.04088,0.02454,0.22614
34000,0.02299,0.01699,0.26267
34500,0.02295,0.01817,0.25384
35000,0.038,0.02681,0.23522
36000,0.03119,0.02545,0.22823
37000,0.03481,0.01753,0.24887
38000,0.02303,0.01856,0.28821
38800,0.01273,0.01356,0.23034
39999.98,0.00436,0.00697,0.29607
39999.99,0.01486,0.00162,0.27416
39999.995,0.04525,0.01762,0.33248
39999.999,0.03042,0.0063,0.27536
41250,0.02327,0.01091,0.24121
41500,0.01495,0.00729,0.2292
41750,0.02249,0.01766,0.28374
42000,0.01162,0.00332,0.24547
42500,0.00938,0.00654,0.29915
43000,0.03478,0.02143,0.27539
43500,0.05821,0.0358,0.26161
44000,0.01134,0.01754,0.29675
44500,0.00701,0.01605,0.26397
45000,0.01947,0.01801,0.22714
46000,0.01536,0.01549,0.22216
47000,0.01007,0.00667,0.25566
48000,0.01173,0.01679,0.30333
48800,0.02376,0.01427,0.25592
49999.98,0.01042,-0.00299,0.33717
49999.99,0.01454,0.00399,0.3028
49999.995,0.02946,0.01673,0.34599
49999.999,0.0085,-0.00245,0.28235
51250,0.01829,0.00889,0.26978
51500,0.00897,0.00379,0.25071
51750,0.01862,0.00912,0.30835
52000,0.01386,-0.00307,0.26716
52500,0.0038,0.00733,0.33193
53000,0.03457,0.02442,0.29025
53500,0.04489,0.02734,0.26493
54000,0.01777,0.01243,0.32386
54500,0.00592,0.0098,0.29057
55000,0.02901,0.02709,0.25877
56000,0.01485,0.01858,0.24853
57000,0.01762,0.00564,0.28696
58000,0.02132,0.01595,0.33364
58800,0.00339,0.0091,0.25225
59999.98,0.01048,-1.18E-04,0.36199
59999.99,0.01861,0.00202,0.34101
59999.995,0.00222,0.00306,0.33107
59999.999,0.02558,0.00285,0.31029
61250,0.01556,0.01029,0.27541
61500,0.00787,-0.00209,0.25945
61750,0.00468,6.91E-04,0.31951
62000,-0.00737,-0.01007,0.25766
62500,0.01366,0.00822,0.35801
63000,0.03585,0.02569,0.30625
63500,0.03646,0.02346,0.26574
64000,0.01102,0.00916,0.33488
64500,-0.00123,8.76E-04,0.31664
65000,0.0239,0.02415,0.27343
66000,0.02511,0.01894,0.26966
67000,0.01188,0.006,0.29464
68000,-0.00277,0.0108,0.33256
68800,0.00668,0.00941,0.25998
69999.98,-0.0104,-0.00817,0.34926
69999.99,0.01056,0.00576,0.31958
69999.995,0.01594,0.01502,0.37003
69999.999,0.0023,-0.0036,0.30322
71250,0.00776,0.00853,0.28065
71500,-0.00459,-0.00506,0.25837
71750,0.00622,-0.00278,0.33016
72000,-0.01407,-0.01023,0.27359
72500,0.00106,-0.00348,0.35139
73000,0.01742,0.02351,0.30651
73500,0.04497,0.02782,0.29307
74000,-0.00462,0.00585,0.33787
74500,-0.02411,-0.00644,0.29115
75000,0.01074,0.01742,0.2628
76000,-0.01324,0.00402,0.2366
77000,-8.81E-04,0.00239,0.29457
78000,0.00318,0.01063,0.35468
78800,-0.00551,0.00754,0.26622
79999.98,-0.00383,0.00117,0.37215
79999.99,-0.00293,3.98E-04,0.32001
79999.995,0.01671,0.00525,0.38008
79999.999,-0.00309,-0.00822,0.30008
81250,0.00236,0.00348,0.27879
81500,-0.00811,0.00335,0.25137
81750,0.00201,-0.00295,0.34275
82000,-0.01604,-0.00924,0.26793
82500,-0.00876,0.00451,0.35346
83000,0.02265,0.02264,0.30981
83500,0.02556,0.02089,0.27347
84000,-0.00426,0.00472,0.3398
84500,-0.0212,-4.03E-04,0.30402
85000,0.01413,0.02427,0.26979
86000,0.01508,0.01489,0.26928
87000,0.01003,0.00817,0.29893
88000,0.01296,0.01355,0.36171
88800,2.90E-04,0.01408,0.25303
89999.98,3.67E-04,5.92E-04,0.3782
89999.99,0.0027,0.00133,0.34761
89999.995,-2.86E-04,0.00217,0.35872
89999.999,0.00334,8.02E-04,0.31814
91250,-4.04E-04,0.00538,0.27606
91500,0.00566,0.00459,0.27988
91750,-0.00593,-0.00644,0.34322
92000,-0.01658,-0.00972,0.26557
92500,0.00349,6.49E-04,0.36738
93000,0.01757,0.02602,0.31051
93500,0.02021,0.01765,0.27384
94000,-0.00848,0.00428,0.34299
94500,-0.01308,-0.00356,0.32576
95000,0.01338,0.02723,0.27847
96000,0.00655,0.00255,0.26777
97000,5.32E-04,0.00203,0.31194
98000,-0.00953,0.01029,0.34281
98800,-0.01446,-0.00104,0.25856
99999.98,-0.01196,8.61E-04,0.37117
99999.99,0.00442,0.00175,0.3465
99999.995,0.01101,0.01244,0.38804
99999.999,0.0061,-0.00219,0.31592
