0.01,-6.00E-08,0,0.11532084
0.012,4.04E-04,0,0.11631764
0.014,9.21E-04,0,0.10987546
0.016,0.00341934,0,0.11356812
0.018,0.01957367,0,0.10866334
0.02,0.01180061,0,0.10500983
0.025,-0.00466658,0,0.10701551
0.03,-0.01720325,0,0.11742211
0.035,-0.00704477,0,0.10598152
0.04,-0.0028228,0,0.10973212
0.045,0.01822036,0,0.0982783
0.05,-0.0097388,0,0.10585873
0.06,0.02478759,0,0.09465628
0.07,-0.01385182,0,0.10924453
0.08,0.00664932,0,0.09754145
0.09,-0.00417304,0,0.09926666
0.1,0.00405405,0,0.09787393
0.12,-0.00126746,0,0.09679387
0.14,-0.00438575,0,0.09648361
0.16,0.00881154,0,0.09267284
0.18,-0.01378813,0,0.1008056
0.2,-0.01258205,0,0.10254264
0.22,-0.00985712,0,0.10250236
0.24,-0.02528274,0,0.10258216
0.26,-0.00299867,0,0.09302925
0.28,0.00329415,0,0.09632428
0.3,-0.01733716,0,0.10106418
0.35,0.01361402,0,0.08683984
0.4,0.0149911,0,0.08837766
0.45,-0.00438044,0,0.09357141
0.5,-0.01570758,0,0.098839
0.55,-0.00239846,0,0.09451486
0.6,-0.01144226,0,0.09429056
0.65,-0.00715441,0,0.09868323
0.7,-0.00476078,0,0.09734283
0.75,-0.00761092,0,0.09414415
0.8,-0.00531761,0,0.09206912
0.85,-0.01787405,0,0.09925845
0.9,0.00283936,0,0.09131067
0.95,0.00159141,0,0.09154737
1,-0.01449406,0,0.10019617
1.25,0.00949684,-0.01493039,0.09342828
1.5,0.01226176,-0.02591471,0.090348
1.75,-0.01893139,-0.02058304,0.09908637
2,-0.00860763,0.00883396,0.09994819
2.5,0.01456024,-0.0264824,0.0944405
3,-0.0177329,0.074339,0.09717413
3.5,-3.17E-04,0.01121539,0.09024732
4,-8.50E-04,-0.00684131,0.09783877
4.5,0.00726272,-0.01032564,0.09082359
5,-0.00200245,0.03594753,0.09548622
6,0.00550786,0.02343746,0.10785562
7,0.0121686,0.02784654,0.10662839
8,0.01719127,0.03189432,0.10270577
9,-0.00435356,0.10233697,0.10338762
10,0.00777176,0.07814305,0.10355974
12,0.01950995,0.07648759,0.09964115
14,0.00474892,0.1814176,0.1039717
16,0.00815395,0.15483119,0.0902731
18,0.00108636,0.33589237,0.12103098
20,0.02372665,0.29632709,0.10396173
25,0.04018582,0.38601978,0.10294124
30,0.05794277,0.65697122,0.11838041
35,0.06705741,0.65898791,0.11329418
40,0.05496838,0.56247706,0.10100813
45,0.09239955,0.84111956,0.12025111
50,0.04882451,0.81467664,0.12403288
60,0.06850868,0.83282072,0.12654668
70,0.08335232,0.826857,0.12689797
80,0.08106333,0.82768929,0.13504526
90,0.1063711,0.72407254,0.12907983
100,0.02397631,0.67959555,0.12834788
120,0.07079757,0.64291385,0.12584738
140,0.07197076,0.64754926,0.11927647
160,0.05724157,0.52364994,0.11085715
180,0.06765446,0.57262485,0.11023892
200,0.08783064,0.73824611,0.12267036
220,0.09574284,0.45872325,0.09129446
240,0.04518357,0.67484137,0.11073747
260,0.10775229,0.58392436,0.08674637
280,0.12279004,0.66302835,0.09106922
300,0.08497756,0.5988549,0.09606349
350,0.07398656,0.54353705,0.08661488
400,0.1277781,0.79919168,0.10031468
450,0.12500289,0.72899539,0.08241693
500,0.12527955,0.71132151,0.07972583
600,0.13663391,0.52218096,0.05331098
700,0.17105961,0.67718253,0.05410307
800,0.17189864,0.63900938,0.0487137
900,0.21010905,0.73602014,0.04529024
1000,0.17213916,0.75564648,0.04531
1250,0.18399923,0.78262111,0.0367314
1500,0.20110704,0.76029653,0.02959053
1750,0.2276513,0.64278639,0.0059206
2000,0.20134077,0.77415618,0.02278343
2500,0.23889914,0.67098615,0.00539077
3000,0.26530536,0.78737441,0.00902468
3500,0.23288873,0.5949616,-8.14E-04
4000,0.23406607,0.75629373,0.01543695
4500,0.2526403,0.73181846,0.0092392
5000,0.22788607,0.73980966,0.01518865
6000,0.24257866,0.6730703,0.00228236
7000,0.24610353,0.70303697,5.61E-04
8000,0.23655221,0.71512419,0.00582908
8800,0.20331929,0.72895447,0.01082283
